Samples	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
TSC257	46875.30033999998	137155.5929999998	85843.39215000003	84513.55883000002	744870.7407399955	57585.99442	479849.4827699983	156249.7877600001	73190.31105999998	128440.9101800001	47456.91746999993	202960.185410001	324465.0216499991	34974.12737	127505.63708999996	138004.4144699999	39013.277059999986	49841.33784999993	33830.65332999998	80899.48587000002	68692.41329999994	627770.7703099981	33795.21062999998	80722.27982000004	146736.66833999977	50187.484170000025	136866.25277999998	188021.10343000013	141220.05558999974	247497.4016900002	223049.82177999977	123532.16784999998	59188.437800000014	376433.7407699999	278344.87828000024	492198.2389299997	58507.35890999998	156012.23218000034	240305.78910000005	77714.39041000004	63326.988689999984	34208.294430000016	358293.84337000153	506388.1015200023	508007.6328199993	155514.58571000025	563745.5073999998	203876.9683600002	132032.02406000017	51422.84251000004	94751.75450999994	57540.60315000006	100985.06075000002	87125.48775000004	112930.3629800002	132284.14124999978	373502.3712499998	913805.0968900037	501507.6427299969	248106.47395000057	174980.99161999996	84198.5066099998	379933.87043999875	179705.97363999972	131991.26475999987	277727.6884399996	102982.99759000009	40616.73273000001	80958.04469000011	266920.96897999896	58411.77115000005	80970.09701999997	216150.96611000007	204557.8546800001	306307.1719499998	263095.3262000003	345268.44617000065	162533.62244999968	74515.89837000001	156880.31847000035	234174.1603699997	146668.50151999993	47279.67377999998	144118.83291999984	79820.16180999995	110536.76312999996	66121.47152000006	797291.3910100005
TSC259	65631.95143000003	188033.41470999937	107165.49022	117289.40476999988	981566.6503600008	69529.64063	671529.5655600044	209998.98193000004	92329.82422000004	157750.48339000024	65271.750340000006	257905.91211000012	414621.85082999954	39507.39768000004	149540.4495799997	166940.12339000002	45938.16035000002	63735.69034999992	45000.484650000035	95772.94209000004	97243.82519000012	858011.2976000041	43660.00029999998	101842.42700999996	170648.7227800002	63671.97505999995	158817.8715099998	248493.5110699997	167966.97872000042	299365.43440000014	308784.1956299994	171670.73181000006	84644.30380000014	491292.03181999904	440490.2710299995	680367.9935400035	59906.48007000003	197570.9899200002	304544.6181200005	107472.30609999991	76308.69913999994	38153.69925999998	467584.9043999996	719238.7649799999	640970.5934899995	214839.6567500003	824032.3932500009	245353.56002000027	182564.95349000007	62164.16173	115750.41613999996	84844.56045999998	127493.95002	114447.09575000002	137055.3653000003	150031.3584699999	448436.6619200007	1224953.5882899964	715675.525720001	256989.32671	225161.9221900001	111641.79017000004	451873.3863700005	215047.2916499999	173245.4995500003	399455.6117499995	130852.0246199998	49181.85644000005	94973.47007000008	328151.4496199995	69059.45400999997	98070.55448	300075.8516400001	272702.7400899995	420736.8209100006	313077.2621900012	476827.7885700005	208240.56232000032	106499.56396000004	188874.6431799999	316419.05385000026	182466.18226999976	63814.05322999997	191843.4958000004	98251.26236999998	163800.86121000018	77151.53777999997	1074796.619410005
TSC261	34234.850440000046	132429.39074000006	65555.04749999994	89832.53333999985	802679.6069500013	44320.29644999999	495806.31780000095	142499.92059000005	88637.82489	111573.32425	43754.645819999976	159060.66701000024	350515.28783000034	29022.55434	105692.18182000009	112594.52342999988	21900.74501000001	40133.774989999954	23000.805889999992	60672.20666000001	78083.50527000001	651236.3435599988	25512.358379999983	65219.82533000006	115824.11701999986	51927.62978999995	102915.59008999998	188553.36561999988	131038.19571000022	205455.62525999988	215734.09782999975	112366.89901000004	64568.16506000003	355937.8708999996	312214.4037699995	425791.6535800001	42444.454439999994	111819.06130999992	241755.79717000024	67074.62492000002	41015.300350000034	26142.92353000001	371007.88034000015	547183.2639599987	498781.15708999976	162725.95388000034	660748.1189500012	166798.64026000025	126448.43741000009	51956.45415000002	87101.61453999997	42110.5938	104914.49598000004	63315.33658999997	71187.87594000009	112008.48362999996	332309.9601599997	942421.1376300028	548756.218970002	166040.03188000002	140747.10182999988	75951.13899000021	317670.2136599985	161071.49936000005	121290.85927000016	318742.0605199991	96732.12018999989	32812.16237000002	61790.587259999906	241858.81569	44905.1001	69706.84029000004	213353.18031000017	140791.17564999982	298519.5469999997	217803.6638099996	369111.30306999944	142301.44369999997	71715.47108	131892.99327999994	265337.38481999986	119296.65446000006	41561.81616000001	132435.9781799999	73418.80482999994	122285.6776100001	56566.10849	796773.2266000012
TSC264	23471.568510000016	128696.50719999986	63110.20649000007	88005.0981099999	717999.740789994	37503.35389999997	439391.71804000146	129384.73232999993	61606.32873000006	115515.74613	42930.717780000006	137516.7236299999	343958.0261899994	29770.42431999998	102066.98857999984	104262.40144000006	18394.22561	43353.742680000054	21441.22155999999	66249.28578999998	52422.95095999998	616706.1060000014	23635.45913	58831.40104000002	102833.36329999994	62164.23709999996	100113.58151000016	162761.62214000043	107642.97404000007	182462.28742999968	217053.65835000065	113856.28033000008	58721.55811999997	326341.23384000163	250149.64604000057	344533.3568800009	42888.88265999993	103857.01966999978	188211.04246999975	70462.45078999984	42168.32566999999	27722.178540000015	326115.03971999954	476343.3847799986	487935.23273999966	149139.9098800002	519269.0745800014	160649.10756999985	127098.96805999994	46639.27208000002	87058.5080200001	29361.91424000001	74532.24043999995	47769.32921999999	55573.0805900001	112571.69911	319731.50990999956	827773.855349993	508900.2940199996	127989.2994499998	121942.77367000013	77642.82010999988	299023.43367999996	173332.64658999932	120065.82329	265483.1787000009	100898.76777999992	31829.38225	67683.01858999999	218497.45512999996	38379.60033999999	54392.915529999984	205288.89606999984	124266.15846000004	242003.5668100008	204522.86924000023	355788.6347499991	134684.65816000014	72544.64356999997	122888.8702599999	217879.66701000015	119885.09248999976	38441.34543000006	130662.89895000005	76412.62275000008	109735.27489999996	56137.86996999995	735016.7505300011
TSC265	27011.32285000001	134422.32381	73254.11984999992	82749.09929999983	779989.6397100014	46766.54841000006	494903.63919000264	128561.71342999986	68549.25915999991	121103.1850100003	42006.43387000007	159255.87628000014	337295.5446900013	29212.593160000008	104578.55921000006	100898.6695699999	20452.151970000017	46400.17515000003	28861.086430000043	70841.90686000002	55074.20434999989	661573.3494800027	26738.262789999982	68489.75743000007	113094.0192799998	64081.10840000002	100859.08901000008	172076.91735000012	118998.3496699999	207681.37684	208500.18084999977	106145.9882300002	59943.408829999986	363564.3066500011	294983.08315999934	412515.3591500009	48109.50409999997	114689.71893999976	205613.9676000001	73145.00419999986	37384.354470000006	26445.445840000015	372223.1456899997	546137.3944300015	484108.7572899995	164271.65711999976	633181.5568399983	164718.13762000046	127960.94589999998	46786.25812999994	78119.39587000005	38789.02029	87373.6919600001	65139.73910000001	73434.77991999997	119437.02095000012	316076.4102099993	905415.1907899978	548356.7924899998	172157.75163999974	146934.35545999988	75230.46059999987	335736.09586999944	147809.51470999964	119484.31405	314569.60795000085	92000.80265000009	33142.81638	68937.81645999996	226479.93122000017	40331.99248999996	59821.87569999995	206604.30502999973	150863.12096000023	266576.7987400001	235534.6909299996	376856.7554300008	138402.29418999993	79256.95398000003	134173.97826999967	247477.81968	120571.19522000013	46987.09262999999	135683.7272899999	78101.50085000003	125524.57704000003	59288.56954999995	782726.1875199991
TSC267	16537.9408	120985.03343999996	65126.19905999993	93833.20913999996	790193.7544699964	27752.88527999999	462226.49672999786	114793.99405000018	60283.179889999985	100535.7280599999	36249.01083999997	109533.55100999949	379759.5910799997	18116.318970000008	99178.40258	89159.98708000017	10684.166540000002	37513.056	22100.17662000001	54328.27992000006	37166.713300000025	699182.9104500042	23964.491960000018	52774.62002000001	83072.97677999994	60207.34734000005	83949.19835999997	170243.40181999988	119070.89379000007	154429.8142100001	212686.0270599998	103625.25438000009	64879.026790000025	333809.93686000025	290096.56833000033	324582.7176999988	40052.49902000001	71230.41398000006	209875.1616999997	63336.34964000003	23296.444820000008	29305.61023999999	363042.2255299993	540753.4375800007	473597.755310001	167448.1818700002	652400.340629998	151137.3127000004	110834.0643600001	40484.46057	76470.80134000006	22099.33977999998	80303.10615000024	44347.573730000026	44254.467070000086	106783.55797999993	294691.0667100007	931042.6302800012	564273.3196800005	111450.45655000008	112015.52061000033	75580.52519000006	278064.68240000086	142457.21405000013	91702.82385000018	315673.8561500012	95890.62972000011	27412.069140000007	59075.93347000003	204383.05096000008	20223.745859999977	55283.91906000005	206872.27657000005	94751.20149000028	253931.87728999928	183653.36852000005	419849.1451000021	116245.16251999988	76544.91442000013	108051.96126000026	255082.8465499997	119812.30683000007	31932.740329999993	120826.24118	62034.08593000001	117958.9197100002	46000.39296999998	759803.158529999
TSC268	17453.538539999994	93989.09108999989	52382.319449999995	66111.55625999997	604137.5921300013	29112.565610000023	375528.8715900013	97661.41461000002	54266.52707000004	84338.74733999981	28893.45973999997	104359.02881999988	262896.8374900001	18732.80451	76967.01612000003	76135.77938999995	13223.652879999989	31305.674289999984	16710.886890000005	49330.80942000002	39732.18316000001	496792.2817700005	19403.589370000005	38838.790850000056	72803.80196999987	44343.21652000005	75796.81069000007	137702.92588999975	95825.89632000004	153138.96974000052	158024.6817399999	78224.73735	57902.70087999998	249984.71644000008	224093.0027799998	277638.5105199995	32728.124899999988	77177.91328000002	163365.78251000002	49131.93507999996	24090.97501000002	19050.140370000005	270241.6662900006	430891.766120001	371519.06869000057	128782.89147999964	504153.9228200019	124441.56739999984	88732.56533000029	36678.64481000003	61829.038940000006	22653.340709999993	62140.93800000003	43407.69387999998	50190.80429	81266.7687799999	228302.6956999999	718812.2212400007	423377.7554499988	104105.96139999984	105120.03523000004	60900.590670000085	218187.4057999995	107585.14057999974	78190.44654000014	239524.8324599995	78359.2066900001	22959.759899999983	45478.70723000002	170524.45542000048	26034.05259	46364.68413	163132.6080199997	102238.42523999968	213494.63549000004	159832.0351399996	299048.2070199999	110042.43221	66596.77493000007	93512.9770599998	191628.7535700001	96397.40978000037	31464.77158999993	92770.76799000004	51512.73116999998	92011.35767999994	40614.325349999985	587753.1474800021
TSC270	22898.940709999977	117584.28901	68772.58784000001	90476.27734000016	801652.8094900037	37495.87004000003	466898.87027999887	129873.16090999966	65070.337119999975	115336.8755399999	38900.01295000003	131992.47902999996	371759.65141000174	24307.112449999982	102972.04532999998	105489.74045999975	13748.364809999992	37319.75436000006	19629.722929999974	57763.934280000016	44381.46476999996	693581.2653300029	24496.465399999972	58080.009259999926	107642.83600000024	57385.48246000005	92127.1530199998	166752.10788999958	124426.87630000002	190730.97679999983	209887.89329000004	118446.07610000002	59568.712619999955	352897.8039799996	296445.1368300001	353730.8531999996	44302.85815000005	93050.60791000004	208769.8697000001	65699.10928000005	28522.14118000001	25469.63301999998	373083.85253999947	565249.161920001	488968.41720000113	164626.96927000012	648567.3447899994	156275.13439	121526.51697999978	49482.42393999997	79813.82767	30867.190390000032	73026.87039000007	48961.69948999991	54347.31240999993	103154.96643000022	311899.6585899999	976016.3458900028	580177.5545899988	135211.58243999985	123043.66381999986	68612.40328999996	296736.3385399993	146127.69610999984	117366.41686000008	324910.7114599991	103394.68077999998	30979.943889999973	65058.09360999995	217617.3205999995	29920.076609999986	59023.638579999984	212032.08069000003	130088.80573000004	263700.7489800005	200415.61964999943	401836.57912000135	132735.6461099998	72805.72354999998	122319.22317000004	258919.8479599996	120367.67480000008	36705.270140000015	122559.58056999998	84592.02495999997	115814.13669999973	46931.32573000004	768145.261499999
TSC272	32655.93316999997	106866.9676300002	59776.28915999998	78864.45049000008	637083.1220000006	47465.65959	401949.9109699999	138771.15707000034	70682.67789000005	107878.56292999996	49692.34002000002	170638.9744700003	258459.9450599993	32785.13796000001	104874.24702999994	102024.65772999992	20564.644759999996	41834.79846000002	25191.091130000008	74427.5768300001	54185.62931999998	551003.2695600026	29659.772879999993	60650.95291000002	117756.37810000002	42752.13258999997	103301.80960000024	184021.1690400002	111200.65933000008	219982.1881199997	182117.1512500001	109594.93468999997	58701.79374000006	330227.1814500009	247255.32314000052	378862.0981799995	44515.69683000003	112162.12660999996	213204.66775999975	68478.14482999999	39572.14478999998	29466.856879999996	297356.24655999953	453192.4884999997	484231.00860999915	140552.07092999993	503430.48859999893	180547.93074000083	116402.68851000004	44362.501410000026	81296.99386000022	52551.23434999995	72126.91753000002	57226.504669999995	79250.27458999997	121636.10854000007	309576.8880699994	791504.8452500048	462056.1981799993	198069.20768	138637.19015000013	81959.80779999991	362902.71429999993	129573.75448999976	129848.7171900002	267027.26436000026	89230.97548999992	36024.61367999997	72655.35470999997	218709.40931000057	40167.87639999995	68005.01030999997	191593.91985999976	145182.09184000004	241826.13303999967	207686.83082000064	299687.3702099997	144848.03572	68879.11650000009	121816.07080999986	207410.83423999927	113079.38672999995	41940.0199900001	133882.22489999986	82280.55905999987	99229.90862000007	57197.61291000003	692144.4583099996
TSC273	17087.643669999994	109722.63326999982	57257.807850000056	87070.12826000014	789074.9707499992	27901.170740000012	459909.2878000002	115856.40744999984	50972.43677000001	96837.05771000004	37471.15322999996	104627.56096000006	381086.6049499987	22310.319550000026	88473.57737999993	104233.23993000013	9889.74089	32177.676040000013	18444.71237999999	44620.87860000002	31036.73102	622502.2012599995	28288.178899999988	47492.87140000006	82586.15807999988	55428.958470000005	81168.48040000006	164606.57830999995	115006.46707000004	151827.57090000002	205748.0941699991	107527.80530000015	59094.22403000004	324888.21777999983	275089.97710000037	314646.533829999	30558.587570000014	80669.28780000011	179021.9131199998	50087.519899999934	22392.394789999984	19431.190879999976	322488.2234199991	505039.56519	464308.4637300006	149059.36461000005	577033.4613499998	156077.92378000033	101908.03882000005	51345.70333999994	76798.18865000003	25043.31817	70126.21915000002	42897.392920000006	44008.674199999914	99858.80960999988	292464.1972999998	876653.9634599966	536487.1482099992	93847.31847000011	102685.34101000002	63641.41818999996	246497.2293600001	149516.12867000035	105057.15637999978	300924.3222500003	104110.96428999992	29715.65324	62561.28517999999	194780.9893399999	23597.494629999994	53919.874890000036	204165.71952000025	100247.89021000016	244451.8166700014	179089.53156999953	356696.81856999965	108368.6282399998	71258.19951999994	98776.98864000008	241334.59305000037	124391.97784000008	37808.14531999996	129558.8543200001	59282.46405999991	115920.17164000002	49512.06216000002	725178.704119997
TSC274	33581.46637000001	161737.0166099996	101948.93887999989	112441.09761	1027275.3271600076	62697.7188400001	635984.6589799981	191418.72666999997	90159.58183000013	171581.72149999958	63604.23072999997	208473.37858000008	404827.1606099996	41923.97654999999	145919.63497999977	152861.4322700001	25105.00900999999	58065.15561999999	35900.48962999996	89566.46066000006	79539.72445	868486.2876000023	28239.357279999997	83041.96709999998	161133.32023999968	74054.34263999997	150855.7389200002	257652.95206000056	172919.46556999968	297674.8009499994	292845.03708999994	162587.3604699997	88124.33334	492084.213750002	382369.3308299977	518674.0429900014	67728.76860000002	151250.57679000022	274303.9488200003	84544.87882999991	50190.59324000004	39572.16764999999	462940.1095300005	712293.675480001	663203.1444200011	224032.98080000028	779402.218200002	238295.3469900003	172686.20080999986	65553.56585	115655.0085899999	45396.355440000014	110016.48253000004	71214.93255999999	88394.29385000009	159973.87564999994	431028.4857800009	1233703.8479299876	704541.0878700033	252164.9960999998	198373.39684000055	103115.90164999984	434717.0252799992	207371.63491000008	167441.15922000026	414467.8731100001	134616.74695	50586.88161999999	87778.23979999997	325094.46582000074	55021.75257000004	90704.18593000004	276868.67716999975	188719.60610999996	373097.66287999914	287582.3450500003	491131.3816399998	191182.34664999985	96745.1401400001	191977.2527699998	318806.83969	186401.55546999967	54198.67629000004	178177.86820000032	99883.46838999998	162191.7671499998	79477.85736000008	1079048.7156200022
TSC276	46769.65942999997	197320.59829999972	111989.8559900002	141308.8991800002	1141549.1941700007	69664.47609000005	741684.1626699957	236285.50937	108794.66111999984	209371.08214999983	80421.16742999988	255300.3460900001	453749.5544700005	49142.710479999994	187258.48211999997	188002.19143999953	32720.457280000024	71179.7943999999	46878.27627000001	109612.96079000006	86217.92718000014	976980.6369900028	42764.86011999996	97868.52852999984	199731.75574000017	75156.30029000012	179178.11958999952	305496.7849600003	214116.17589000025	344017.5265999985	347856.3147599994	197624.1565399996	97805.54770999996	579016.8644100002	437833.0290200003	654812.0881200025	81431.10089000005	192649.3860999999	334178.77265000006	98129.38848	72262.31149000012	47068.711169999944	526114.0005699992	828160.2174400032	782152.2216800029	244925.12673999908	913556.9268100036	311146.9887599997	192648.65560000017	83989.31703999997	136840.61167999986	56547.20675000001	126671.60154000016	92872.01960000004	125335.06333000018	202728.06832000037	519374.3927600015	1425532.3306200034	809927.585720004	294196.83831999946	227297.60617999992	131588.85726000002	526547.5047199988	238769.48376999996	218136.78648999977	441333.8823499997	163726.66665	68558.81044999993	119917.72414000008	397959.8951399994	77706.59634999996	112344.64327000016	328808.2311699992	235344.28504999971	442178.637179999	353339.3920800008	537573.639969999	254378.1111000005	114410.31680000023	222546.62193	377066.9279599995	234509.4462	69841.18253000008	216191.5424700003	117763.94157000026	186474.9057100001	95326.60338000006	1228891.439730002
TSC280	40217.33335999996	144724.20423000035	90053.12970000003	100687.72337999992	905165.1053700028	51710.59964000005	583225.3762299984	157052.32474999985	76439.03912999999	131113.40727999978	47446.46512	198686.48757999987	411656.11222999904	41236.60257000002	119792.73402000018	120084.22756999996	25066.72591999999	50768.367949999985	31660.222200000004	84277.34660999992	66743.19277999997	770358.1124999993	29280.1382	82081.25977999995	149233.07833999986	62410.336289999956	122718.39492999992	207629.84333000024	150830.22417	256893.12611999997	250752.05874999965	130149.60449000009	76071.07660999997	437007.17375000095	359808.2448299997	508208.4182600006	57544.876939999966	130741.9519700001	281762.90437	77712.68794000018	50503.96859999998	33375.98138000001	405414.3710000005	653947.5662900034	571199.7270200006	182635.63046999995	720108.5051500002	209529.59349999944	141351.88266	55738.54271000005	100532.16263999992	55601.65833000005	111944.39761999973	83466.79752	90016.42612000005	141684.80880000026	412827.853939999	1105062.2280699993	653978.6082599997	216650.37700999985	171589.18416	103344.75375000006	407228.3054499998	179200.99242999995	140601.6223899999	348225.6468300001	115152.39171000013	44204.10647999996	74002.08149000004	285548.87491	48329.86471000003	76764.98424000006	254393.93765000004	178908.9667599997	339792.76707999944	276832.95633999957	442794.8591900004	180736.1662099993	84910.41210000007	163689.1824500002	293686.6504300006	141903.49415999991	54415.934540000046	154450.3070800002	87865.85942000001	146609.93619	72084.8964599999	900073.0145799994
TSC281	37946.48708999999	116225.51556000022	70444.86248999985	73230.6392799999	660834.1256600023	46734.342489999995	431747.3777399999	147369.76176000014	66897.5715	122702.13715000008	45013.57768999991	177470.82556999972	285971.41734999826	32168.084810000015	102664.7524099999	133046.04042999982	24064.31671000001	46992.40078	26007.319570000007	68818.03999999989	55236.93319999997	556228.4204299999	27091.92583000002	67733.35080000009	115223.81746000008	47843.02920999994	104830.37381999988	170797.01323000016	115003.59394000012	205659.01481000043	200846.0185000006	104951.23971999994	55786.790140000005	322837.07977999886	253022.20434000055	422473.2518599968	44414.7062399999	126772.84567000016	205794.6736899997	68265.77570000003	51243.722200000026	27503.40985	311601.26819999976	484292.8311799992	454346.48056	140845.25246000013	511189.57151999895	163587.91717000006	109514.55206000006	44003.67567000006	78062.7394200002	46200.11117000006	84070.23323999997	62624.080689999995	80762.73159000013	105008.4790099998	316208.2393599989	826374.3646299979	452104.2261399995	177896.7422300006	139357.14819	78811.28411000004	316843.04403000046	143384.68450000006	118735.81934999996	263656.87788	86297.21732999996	33628.17906999996	63706.73139000002	241044.19267999983	47827.27614000006	62019.093629999974	210068.6010699995	163771.31867999965	251523.15002000015	217808.5875699997	311077.6116700007	143174.25992000056	60430.81364000001	130760.86966999984	214172.24305000025	119865.59849000016	41260.99310000001	140733.75925	69598.34899000003	107178.64168999992	53433.39840000002	711664.3651199999
TSC282	30881.622170000013	168369.32310000024	95700.37380999992	131294.36403000003	1215439.1432700006	46416.86671999998	750102.274449999	163144.15276000014	85608.66298000002	161291.2013900001	58960.989249999984	170641.82843999984	605347.6350299985	33065.56823	144014.54796000014	159843.62842999984	18519.65748	49473.04473999995	37107.76072999996	86943.45273999992	59049.55815000005	975579.149929999	37525.73073999999	91335.57466	154657.4457500003	87830.6670999999	129590.59661	260964.49862000011	181245.36136999997	261042.44728000017	290223.6946900002	151937.74303000045	82963.57070000004	474054.21555999946	435309.4417099989	508864.0758700003	48390.93580000002	126526.51637000004	295234.77958000044	88901.44173999994	43118.66285999996	41356.14670999999	516467.58931000344	792823.7493800017	730273.6203200036	243779.72718999875	948052.0965099984	229019.32742	188838.0724399999	65741.9313	117338.07791999998	57062.629850000005	107042.43802000005	76243.58893999989	73872.19326000001	164324.8560100006	458310.9257199994	1415545.6924699978	877107.9120399992	198956.11061000032	185414.16948000013	110826.82286000006	391936.93984000006	251004.25459999932	148590.55244000014	478751.2680599969	151040.77463999984	50844.22252000006	93037.81762000006	306655.86037999956	48038.729869999974	77404.51991000012	318871.64646999934	167542.36099000002	371560.821750001	281014.7079600001	614704.2205199995	187363.22286000013	105805.89603000018	167728.3362800006	382681.5424500004	175759.08682000043	49680.962629999965	182221.94411000027	99223.6591699999	167785.33105000027	70739.94824999999	1150611.613000004
TSC285	29177.42232000001	109990.37707000012	60891.89099999999	68943.49852	629464.7367300002	53074.51081	402428.19149000145	150005.35797000004	63765.52247999995	98344.65883999992	52107.61958000006	169068.19944000017	232900.5194400002	34317.81039999999	107961.6033800001	118282.15397000004	23875.09699	43572.76268000001	27735.843910000018	71236.49690000001	62083.349640000015	544123.2912300007	25698.167269999987	70810.90658000002	132126.90007	49617.04509000003	125521.70955000006	183426.32146000027	138429.1632700003	241804.38816999987	187347.1784599998	114440.77688999986	52122.799730000035	329774.42590000055	239497.08841999987	390334.6585499993	51877.65089999998	129336.68329	224007.6844699997	84208.9326899999	47547.70044000001	32657.13963	312077.1513600003	472481.89311999973	450636.2672199989	138025.69573999994	497932.99145999824	188398.92054999995	123056.36484999993	52241.61721999998	72844.65435000011	37697.11077999997	74974.92932	63966.07051000005	100642.69353000022	117381.76970000022	319430.39495999966	791949.8077699986	435576.9849999978	218488.8320400002	172117.28287000005	76542.86334999997	333985.5948899997	151359.9639699999	128815.75523000014	252978.34277	88525.54308000015	44254.655789999975	72482.24347000002	249743.6002199996	48243.79980999999	79884.03028000008	198770.34955000004	169628.37059000012	245703.3379100002	223570.81073000008	296731.5929000002	145490.4862200002	69015.43301000015	151082.6969600002	215360.32259999996	149606.5096999998	37850.584020000024	118915.14119000004	72864.37612999999	107658.72411	68381.31821000013	725741.6865299977
